restaurant_name,Name,Profile Location,Score,Date,Elite 24,Friends,Reviews,Photos,reserved,pictures,checkin,Comment,Helpful,Thanks,Love this,Oh no,Reply Date,Reply Content,topics
Amy Ruth’s,JoAnn B.,"Harlem, New York, NY",5,"Jul 2, 2023",no,0,4,0,no,,,The food here is always delicious.  The service is good and the ambiance is awesome.  The murals on the wall are beautiful.,0,0,0,0,,,"- Category: Food Quality
  - Description: The food here is always delicious.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: The service is good.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The ambiance is awesome. The murals on the wall are beautiful.
  - Attitude: Satisfied"
Amy Ruth’s,Julien F.,"San Francisco, CA",1,"Jul 2, 2023",no,0,1,0,no,,,The food is indigestible and it's really expensive for what you have in your plate. The ambiance is not exceptional and the waiters could be more welcoming.,0,0,0,0,,,"- Category: Food Quality
  - Description: The food is indigestible.
  - Attitude: Negative

- Category: Value for Money
  - Description: It's really expensive for what you have in your plate.
  - Attitude: Negative

- Category: Customer Service
  - Description: The waiters could be more welcoming.
  - Attitude: Neutral"
Amy Ruth’s,Tania T.,"Woodbridge, VA",1,"Jun 22, 2023",no,0,2,0,no,,,The service was horrible. No empathy or care or concern was given during this time for our family. We were not greeted when we came into the restaurant of Amy Ruth's.,0,0,0,0,,,"- Category: Customer Service
  - Description: Lack of empathy, care, and concern from the staff, no greeting upon arrival.
  - Attitude: Dissatisfied."
Amy Ruth’s,Smith D.,"Manhattan, NY",1,"Jun 18, 2023",no,0,9,0,no,,,The food used to be delicious !! I used to leave the club and come straight here . I don't know if they have new owners or cooks but the food is trash .,0,0,0,0,,,"- Category: Food Quality
- Description: The food used to be delicious but now it is trash.
- Attitude: Unsatisfied

- Category: Owner/Chef Change
- Description: Uncertainty around the new owners or chefs impacting food quality.
- Attitude: Uncertain"
Amy Ruth’s,Helen C.,"New York, NY",1,"Jun 18, 2023",no,0,7,8,no,,,"I'm a native New Yorker and was super excited to visit Amy Ruth's. It was this past Saturday afternoon around 4pm. As my friend and I were being seated, a male employee made a sourpuss facial expression. It was unfriendly and it was a red flag - micro aggression at it's finest.
Our female server with short hair, parted to the side and hair tied back in a small ponytail or bun was nice, until I asked a question, so maybe it was fake nice. It was my first time at Amy Ruth's, I inquired about the fried chicken and honey friend chicken and the server immediately reacted with irritation. I was surprised by her reaction and found it abusive. She works there and knows the food well and reluctantly provided a slither of feedback. I  decided to go with the basic fried chicken. Then, she asked me if I wanted white meat or dark meat. I was confused, I thought it would be maybe a mix of fried chicken pieces. I was afraid and also turned-off to ask another menu-related question, so I blurted out white meat. Immediately, her face frowned with judgement, supreme dissatisfaction, as she swiveled her head with attitude -- I guess she did not like my answer? Why was she so judgmental and prejudiced against my answer? Was it because she would have chosen the dark meat chicken? It's a chicken and you're not the one eating or paying for it.
She asked if we wanted drinks and my friend said the ice tea. I was quiet - I felt unwelcome and uncomfortable. She looked at me with a frown and as she was already marching her bobble head away, she made time to sarcastically say, ""you're good with water???"".... This server was truly the epitome of an adult bully with the attitude of a gassy infant. I was so turned off, regretted being there - I hated it.
So my dish arrived and it's literally half a hen - it reminded me of rotisserie chicken from Boston Market. If the server had patience for basic menu-related questions, I truly believe that this experience would have turned out differently.
My friend who had the dark meat chicken cut her chicken open and it was bleeding... ""bloody Mary!"" Bak bak bak. The server took the bleeding chicken back and by the time I was almost finished with my dish is when my friend's chicken was served - this time, it was fully cooked but super dry........I said, ""probably taste like chicken breast.""
When it was time for the check, we saw the servers for the other tables but ours was MIA. We waited, perhaps, 10-15 minutes. In conclusion, I found the server myself and requested for the check myself -- I guess you have to do things yourself when you pay 20% tip, tip, tip, tip, bak, bak, bak.
I'd like to give a shout out to the nice hispanic man that brought our food to the table - he was friendly, kind and treated me like a human being. Unfortunately, the server and the other male worker who made a face as we were being seated, did not seem to want me there. Those who have experienced prejudice know. It's incredibly disappointing when people of color bully other people of color.
The corn bread, mac and cheese, collard greens and waffle were delicious. I wasn't happy with the chicken cause all I tasted was the b*tchy server being b*tchy to me. Unfortunately, my dining experience was hijacked by a hostile, prejudiced server who clearly is prejudiced against white CHICKEN meat. I mean....YOUR establishment offers the option between white or dark meat CHICKEN and YOU asked me, but then have a issue with the answer? I'm not going to share a photo of my fried chicken, just to be petty. PS- I'm Asian and clearly they had qualms about my white CHICKEN meat! I felt unwelcome in THEIR establishment and in THEIR neighborhood. How hypocritical. Get over yourself, bunch of haters.",2,1,0,0,,,"- Category: Customer Service
  - Description: Rude and unfriendly behavior from the male employee and the female server.
  - Attitude: Unsatisfied

- Category: Food Quality
  - Description: Dry and undercooked dark meat chicken served to the friend.
  - Attitude: Unsatisfied

- Category: Ambiance
  - Description: Feeling unwelcome and uncomfortable due to the attitude and behavior of the server.
  - Attitude: Unsatisfied

- Category: Order Accuracy and Efficiency
  - Description: Delay in getting the check and having to request it personally after waiting for 10-15 minutes.
  - Attitude: Unsatisfied"
Amy Ruth’s,Kioki H.,"New York, NY",4,"Jun 12, 2023",no,6,64,484,no,10 photos,,"Had such a nice time at Amy Ruth's. The food and service was AMAZING!!!! The only reason that I didn't give 5 stars is because I visited for the macaroni and cheese...and it was not good. The food arrived quick and was fresh, our host sat us quickly, our waitress was very nice and definitely attentive. I would give 4.5 if I could to be honest...because the ambiance and atmosphere was also such a vibe. Will def return!!! :-)",7,0,1,0,,,"- Category: Food Quality
  - Description: The macaroni and cheese was not good.
  - Attitude: Negative

- Category: Customer Service
  - Description: The service was amazing, the host was quick to seat us, and the waitress was very nice and attentive.
  - Attitude: Positive

- Category: Ambiance
  - Description: The atmosphere was such a vibe.
  - Attitude: Positive"
Amy Ruth’s,Emma G.,"Mount Hope, KS",5,"Jun 11, 2023",no,0,6,0,no,,,"Their food is very delicious, the workers are respectful and very professional. The atmosphere is very relaxing and comfortable to dine-in. Highly recommend this restaurant, it is ""The Best!""",0,0,0,0,,,"- Category: Food Quality
  - Description: Their food is very delicious.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: The workers are respectful and very professional.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The atmosphere is very relaxing and comfortable to dine-in.
  - Attitude: Satisfied"
Amy Ruth’s,Brenda L.,"San Francisco Bay Area, CA",2,"Jun 9, 2023",no,407,634,2710,no,2 photos,,"My experience at Amy Ruth's was rather underwhelming, especially for it being the ""#2 best chicken and waffles"" in the country.
The space seems homey and well loved, upon walking in there's a big entry space. We weren't greeted and were a tad bit confused on whether it was a order before and seat yourself, or wait for the host to seat you.
The waitress we had was sweet, and I had the chance to try a few items:
- Mac N Cheese (2/5): This reminded me of eating mac and cheese during Thanksgiving dinner, after it sitting out for 8+ hours lol. ai wasn't a fan of the texture and it just tasted fairly bland and dry in general.
- Chicken & Waffles (3/5): The waffle was good! We asked for dark meat though (they let you choose dark or white) and it was maybe 80% white meat and 20% dark meat. The chicken was well seasoned but some parts of the chicken didn't maintain its crispness.
- Cornbread (3/5): Complimentary before you eat! Definitely douse it in butter because it was much needed from the dryness. The bread was fluffy and nice.
- Grits (2/5): Also very bland :( We took a bite and immediately did not enjoy it at all.
In general, the food was a rough pass for us and I'm wishing that we visited Sylvia's instead.",2,0,0,1,,,"- Category: Food Quality
  - Description: The reviewer found the food quality subpar, with dishes like Mac N Cheese, Grits, and Chicken & Waffles not meeting expectations.
  - Attitude: Dissatisfied

- Category: Customer Service
  - Description: The waitress was noted as sweet, but there was confusion regarding the process of ordering and seating.
  - Attitude: Mixed (Neutral)

- Category: Ambiance
  - Description: The space was described as homey and well-loved, but there was confusion about the seating process.
  - Attitude: Neutral"
Amy Ruth’s,Danace Y.,"Albuquerque, NM",5,"May 31, 2023",no,19,237,684,no,3 photos,,"Amy Ruth:
This place is a Mecca for waffles and fried chicken. If there's one place to eat in NYC that is a must, it's Amy Ruth's. The waffles are so soft, buttery melt in your mouth and the fried chicken has a magic thin layer of breading that is perfect. If there's a plate of perfection, this is it. The portion is so huge, such a great value that me and my husband share this dish and we barely finish it. They also give you a complimentary best corn bread on the house. The cobblers are also a hit.",1,1,3,1,,,"- Category: Food Quality
  - Description: The waffles and fried chicken are highly praised for their taste and texture.
  - Attitude: Satisfied

- Category: Value for Money
  - Description: The portion size is generous, and the reviewer finds it to be a great value for the price.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The review does not mention any specific details about the ambiance of the restaurant.
  - Attitude: Not mentioned"
Amy Ruth’s,A M.,"Harlem, New York, NY",2,"May 22, 2023",no,0,35,118,no,,,"Our experience at this place was rather disappointing, especially considering the high expectations we had for their claimed southern cuisine. From the moment we entered the restaurant, we were underwhelmed. The overall upkeep of the place seemed lacking, and the service was far from welcoming, with slow response times. The layout of the establishment also contributed to a less-than-ideal atmosphere.
We decided to try their chicken and waffles, which they boldly claimed to be the second best in the country on their website. However, it failed to make a lasting impression. The fried chicken was rather basic, lacking any standout flavors that would set it apart from other establishments. The waffle, while not bad, was also unremarkable. Additionally, we ordered a side of chicken wings, mac and cheese, and coleslaw. The chicken wings were average in taste, not offering anything particularly unique. The mac and cheese was overly simple, with overcooked pasta and unremarkable cheddar cheese. The coleslaw fared slightly better in comparison but remained quite standard.
Overall, the experience left much to be desired. As a supposed Harlem staple boasting the best Southern Cuisine, it failed to distinguish itself. If you happen to be craving southern food and live within walking distance, this place might be passable. However, if you reside outside of the neighborhood, you can easily find comparable options at your local southern restaurant. We'll give it a three-star rating primarily because the staff kindly held and returned my girlfriend's misplaced purse when we went to retrieve it.",0,0,0,0,,,"- Category: Food Quality
  - Description: The food, including chicken and waffles, chicken wings, mac and cheese, and coleslaw, lacked standout flavors and were unremarkable.
  - Attitude: Dissatisfaction

- Category: Customer Service
  - Description: Slow response times and unwelcoming service.
  - Attitude: Dissatisfaction

- Category: Ambiance
  - Description: The layout of the restaurant contributed to a less-than-ideal atmosphere.
  - Attitude: Dissatisfaction"
Amy Ruth’s,Stacie B.,"Brooklyn, NY",1,"May 17, 2023",no,2,17,1,no,,,"I took my mom there on  Mother's day weekend.
The fried chicken had no seasoning, and it was so huge it must have been feed steroids.  My chicken was overcooked and difficult to chew. The  turkey wings were big and not done.  A cheap grade of turkey wings.  The skin of the turkey wing was nasty.  Chewing the turkey wings was like chewing rubber.  We had to cook the wings some more.    If you don't have the time to throughly cook turkey wings don't sell them.  My ribs were burnt.  They were not done.  Some folks ribs had to be cooked some more..  The potatoe salad had a nice texture but no seasoning.  The sweet potato pie was thick like a cement mix.  I would not give a child a slice of that pie.  If you ran out of milk you should have stop making the pies.  The bannana pudding was good.  I did not like their dry cornbread.
I was embarrassed to have taken my mom to this restaurant, and I won't be returning. The chef that cooked that day needs to take a few  lessons on how to cook soul food.  I went the Saturday before mothers day.  
Go to Sylvia's instead.",0,0,2,1,,,"- Category: Food Quality
  - Description: Review mentions issues with lack of seasoning, overcooked chicken, undercooked turkey wings, burnt ribs, unseasoned potato salad, and thick sweet potato pie.
  - Attitude: Unsatisfied

- Category: Cleanliness
  - Description: No specific mention of cleanliness in the review.
  - Attitude: Not Applicable

- Category: Value for Money
  - Description: No direct mention of pricing but dissatisfaction is evident based on the low quality of food.
  - Attitude: Unsatisfied

- Category: Customer Service
  - Description: Reviewer expresses embarrassment for taking their mom to the restaurant and states they won't be returning.
  - Attitude: Unsatisfied"
Amy Ruth’s,Ryan C.,"New York, NY",5,"May 6, 2023",no,0,1,0,no,,,"Delicious food, great service, - had the chicken and waffles and it was a pile of amazing food",1,0,0,0,,,"- Category: Food Quality
  - Description: The chicken and waffles were described as delicious.
  - Attitude: Satisfactory

- Category: Customer Service
  - Description: The service was great according to the reviewer.
  - Attitude: Satisfactory"
Amy Ruth’s,Sally L.,"Fort Lauderdale, FL",5,"May 2, 2023",no,26,6,0,no,,,"Had dinner there tonight.  Enjoyed every single bite! The fried chicken was done perfectly - crispy and moist. Sides of cabbage, string beans with onions, mashed potatoes and the absolute BEST potato salad ever!
Charmaine,  our server was awesome.  
Forget Sylvia's and Melba's - Amy Ruth's is the best!!",0,0,0,0,,,"- Category: Food Quality
  - Description: Fried chicken, sides of cabbage, string beans with onions, mashed potatoes, and potato salad mentioned.
  - Attitude: Satisfied
- Category: Customer Service
  - Description: Mention of server Charmaine being awesome.
  - Attitude: Satisfied"
Amy Ruth’s,Lauren R.,"Brooklyn, NY",5,"May 1, 2023",no,210,229,757,no,2 photos,,"Amy Ruth's was awesome! 
We were immediately able to get a table and had very quick service. They have a wide variety of options including chicken, but so many other options like salmon croquettes which I highly recommend.
The sides are NOT to be missed. The Mac and cheese was so great and not overly greasy. I also loves the potato salad since it was a little different than most I've had previously. My friends and I split 2 plates among 3 people and we were stuffed. 
Amy Ruth's has huge portions, friendly servers and delicious chicken and more. If you are in Harlem, be sure to stop by Amy Ruth's!",3,1,2,1,,,"Based on the review, the main business process topics can be categorized as follows:

- Category: Food Quality
  - Description: Wide variety of options including chicken, salmon croquettes, Mac and cheese, and potato salad.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: Quick service and friendly servers.
  - Attitude: Satisfied

- Category: Value for Money
  - Description: Huge portions that led to splitting 2 plates among 3 people and being stuffed.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: Not explicitly mentioned in the review.

Overall, the reviewer had a positive experience with the food quality, customer service, and value for"
Amy Ruth’s,Connie H.,"Brooklyn, NY",4,"Apr 25, 2023",no,1588,1009,421,no,,,"I really wanted to have soul food in Harlem and this place was highly recommended even amidst all the great choices in the area. Honestly, it delivered and I had a positive experience here.
Loves:
+ Good food (I had the Reggie Harris and loved it)
+ Fun names (eg. President Barack Obama, Gabrielle Union, Ludacris, Michelle Obama)
+ Generous portion sizes so you will def have leftovers
+ Food is quick to come out and served hot
+ Complimentary cornbread
While the prices seem a bit high, you do get a lot of food and will have leftovers so there's that. Also I believe the space (eg. chairs, tables) can get more modern but I do appreciate the artwork all around.
Thanks for the good food Amy Ruth's, and I hope to be back sooner than later to try the waffles!",11,1,8,0,,,"- Category: Food Quality
  - Description: Good food, particularly enjoyed the Reggie Harris dish.
  - Attitude: Positive

- Category: Value for Money
  - Description: Prices seen as a bit high, but generous portion sizes provide value.
  - Attitude: Neutral

- Category: Order Accuracy and Efficiency
  - Description: Food was quick to come out and served hot.
  - Attitude: Positive

- Category: Ambiance
  - Description: Space (e.g., chairs, tables) could be more modern, but appreciated the artwork.
  - Attitude: Neutral"
Amy Ruth’s,Tabatha S.,"Philadelphia, PA",4,"Apr 24, 2023",no,118,35,30,no,2 photos,,"Go for the menu option names alone! The food is a bonus. Get there early, you may have a line",0,0,0,0,,,"- Category: Waiting time
  - Description: Customers may experience a wait due to popularity.
  - Attitude: Neutral

- Category: Menu choice
  - Description: Menu options are appealing.
  - Attitude: Positive"
Amy Ruth’s,Lisa T.,"Queens, Queens, NY",5,"Apr 21, 2023",no,0,1,0,no,,,"My girlfriend& I saw this little spot when we arrived uptown 2go2 the Harlem Market a couple of blocks away from this Jewel of a restaurant& decided that Amy Ruth's would be our dinner choice!!! We were warmly greeted& seated as soon as we entered around 4:30! Toshi our waitress was friendly, personable& helpful in our menu selections! My friend ordered waffles& wings, I got waffles& catfish, we shared the crabcake​​ appetizers& EVERTHING WAS ABSOLUTELY DELICIOUS  We took home peach cobbler that almost, but not quite, rivaled my grandmother's!!!
   You'll enjoy this small, intimate, yet familial restaurant. The decor features walls painted with well known celebrities from all genres of life such as Frederick Douglass, Mohammed Ali, Barack Obama, Josephine Baker, Stevie Wonder, Eddie Murphy& so many others, which gave me a sense of pride, as well as a thoughtful tie to the food I was enjoying!
   Amy Ruth's, keep doing your thing!!! You're doing a FANTASTIC job!!!
LT*",0,0,0,0,,,"- Category: Food Quality
  - Description: The food, including waffles, wings, catfish, crabcake appetizers, and peach cobbler was described as absolutely delicious.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The decor features walls painted with well-known celebrities from various genres, giving the reviewer a sense of pride and a tie to the food enjoyed.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: The waitress, Toshi, was described as friendly, personable, and helpful in menu selections.
  - Attitude: Satisfied"
Amy Ruth’s,Gail L.,"West Henrietta, NY",5,"Apr 19, 2023",no,0,6,2,no,,,Great food and service! Waffles and chicken was delicious. My gf has smothered pork chops and she love it!,0,0,0,0,,,"- Category: Food Quality
  - Description: Waffles and chicken, smothered pork chops were delicious.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: Service was great according to the reviewer.
  - Attitude: Satisfied"
Amy Ruth’s,Yemi C.,"Highland Falls, NY",4,"Apr 17, 2023",no,105,54,562,no,8 photos,,"Nostalgic Harlem location with Soul Food menu. Inviting decor and great staff. Great for dates, families and friend hangouts.",1,0,1,0,,,"- Category: Ambiance
  - Description: Nostalgic Harlem location with inviting decor.
  - Attitude: Satisfied

- Category: Food Quality
  - Description: Soul Food menu offered at the restaurant.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: Great staff mentioned in the review.
  - Attitude: Satisfied

- Category: Value for Money
  - Description: Not explicitly mentioned in the review.
  - Attitude: N/A"
Amy Ruth’s,Tiara D.,"Nottingham, MD",3,"Apr 10, 2023",no,19,137,133,no,2 photos,,"I stop by on Sunday to grab desserts. On my way out of town. I bought red velvet cake, a slice of cornbread and banana pudding. The red velvet cake is rich, it's not overpowering at all. I would recommend the red velvet cake. The cornbread is slightly sweet, but mainly savory. I would also recommend that. The banana pudding, I would not recommend at all, it was packed in a food container, so sloppily that it had to be saran wrapped to avoid spilling out on the sides. When I got home to eat the banana pudding the wafers were like literal mush there were no wafers in form. I couldn't even enjoy the banana pudding based on that I wouldn't recommend that but the other desserts yes.",1,0,2,0,,,"- Category: Food Quality
  - Description: Review mentions the quality of red velvet cake, cornbread, and banana pudding.
  - Attitude: Satisfied for red velvet cake and cornbread, dissatisfied for banana pudding. 

- Category: Ambiance
  - Description: Review does not mention ambiance.

- Category: Value for Money
  - Description: Review does not mention the pricing of the desserts.

- Category: Order Accuracy and Efficiency
  - Description: Review mentions the packaging issue with the banana pudding, which was packed sloppily.
  - Attitude: Dissatisfied"
Amy Ruth’s,Gillian W.,"Allen, TX",5,"Apr 9, 2023",no,229,39,5,no,,,The staff were amazing and the food delicious. It felt like eating with family. Grab a bite- you'll be glad you did. And yes the Kool Aid is just like you had it as a kid.,0,0,0,0,,,"- Category: Food Quality
  - Description: The food was described as delicious.
  - Attitude: Satisfactory

- Category: Customer Service
  - Description: The staff were praised as amazing and the dining experience felt like eating with family.
  - Attitude: Satisfactory"
Amy Ruth’s,Tessie A.,"Manhattan, New York, NY",1,"Apr 6, 2023",no,0,2,0,no,,,"Was just ok back in the day.. today, eh I cook better, just my opinion not good at all...",0,0,0,0,,,"- Category: Food Quality
  - Description: Not good at all
  - Attitude: Dissatisfied

- Category: Customer Service
  - Description: Not mentioned in the review
  - Attitude: N/A

- Category: Cleanliness
  - Description: Not mentioned in the review
  - Attitude: N/A

- Category: Ambiance
  - Description: Was just ok back in the day
  - Attitude: Neutral"
Amy Ruth’s,Laurette H.,"Capitol Heights, MD",5,"Mar 25, 2023",no,71,8,0,no,,,"We visited NY for a special occasion. After a horrible experience at Melba's we found Amy Ruth's. Lets start with Tasha. She was our waitress and AWESOME! She helped us make a selection and brought us samples to taste so we made the right choices. The walls are covered with prominent and prestigious African Americans. It certainly paid homage to those greats in history. We had smothered pork chops, turkey wings and beef ribs with cabbage, greens, potato salad, mac and cheese and desserts. Our desserts made my aunt say ""if momma was alive I would slap her'. We had Red velvet Cake, Carrot Cake, Sweet Potato Pie and Peach Cobbler. Yep....Amy Ruth's is the soul food place in Harlem! Thanks Amy Ruth for giving us a piece of home while in New York!!!!!",1,0,0,0,,,"- Category: Customer Service
  - Description: Tasha, the waitress, was described as awesome and helpful in assisting with the menu choices.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The walls were covered with portraits of prominent African Americans, paying homage to historical figures.
  - Attitude: Satisfied

- Category: Food Quality
  - Description: The reviewer enjoyed smothered pork chops, turkey wings, beef ribs, and a variety of side dishes and desserts.
  - Attitude: Satisfied

- Category: Value for Money
  - Description: The reviewer did not explicitly mention the cost or value for money in the review.
  - Attitude: N/A"
Amy Ruth’s,T T.,"Bellevue, WA",2,"Mar 20, 2023",no,0,45,0,no,,,"Here bc of Mr Chimetime.  $17 for a waffle??!!  Gtfoh
That's just disrespectful ‍
I guess I'll just have to miss out the next time I visit NYC",0,0,0,0,,,"- Category: Value for Money
  - Description: High price for a waffle.
  - Attitude: Unsatisfied"
Amy Ruth’s,Julian R.,"Torrance, CA",5,"Mar 19, 2023",no,15,8,11,no,1 photo,,"Shoutout Tasha for being a great server. Food was amazing! If I'm ever in NY again (originally from LA), I'm definitely coming back!",0,0,0,0,,,"- Category: Customer Service
  - Description: Shoutout to Tasha for being a great server.
  - Attitude: Satisfaction"
Amy Ruth’s,Jill H.,"Flatlands, NY",4,"Mar 19, 2023",no,1,3,2,no,2 photos,,Delish and tasty meal. Week day timely service. Awesome mural of famous black artists and historians.,1,0,1,0,,,"- Category: Food Quality
   - Description: Delish and tasty meal
   - Attitude: Satisfaction

- Category: Ambiance
   - Description: Awesome mural of famous black artists and historians
   - Attitude: Satisfaction

- Category: Waiting time
   - Description: Week day timely service
   - Attitude: Satisfaction"
Amy Ruth’s,Khadija B.,"Philadelphia, PA",1,"Mar 16, 2023",no,23,2,3,no,3 photos,,"This is my first time ordering food here and I'm extremely disappointed in my food . What am I suppose to do with chicken with pink in it . Mash potatoes with no gravy  and dry Mac and cheese ?. I spend 85  dollars in total to get my food delivered and the shrimp and grits is bland as ever ! That's what I get for not cooking my own food today.
Wish I could give it a o star .",2,0,0,1,,,"- Category: Food Quality
  - Description: Chicken with pink, mashed potatoes with no gravy, dry Mac and cheese, and bland shrimp and grits.
  - Attitude: Disappointed

- Category: Value for Money
  - Description: Spent $85 in total for the delivered food.
  - Attitude: Unsatisfied"
Amy Ruth’s,Terränce C.,"Norwalk, CT",5,"Mar 11, 2023",no,0,12,41,no,,,"The food and service was excellent, made to order without the long wait. I had the Baked Ruby Dee, scrumptious.",0,0,0,0,,,"- Category: Food Quality
  - Description: The food, specifically the Baked Ruby Dee dish, was described as ""scrumptious.""
  - Attitude: Excellent"
Amy Ruth’s,Ez B.,"Manhattan, NY",1,"Mar 11, 2023",no,15,5,2,no,,,"My food was cold, they do not serve ""EGGS"" nor do they have toast (bread) which I don't understand.
The waitress kept saying "" we don't sell breakfast, "" I told her ""you do know people eat eggs for dinner right""? 
 I had cheese grits, salmon cakes, and ate it with some of my boyfriend cornbread. SMH!
My boyfriend waffle were hard, and the fried chicken was horrible.
We will never ever go back there again and we drove down from upstate to dine here and was highly disappointed.",1,1,1,0,,,"- Category: Food Quality
  - Description: Food such as waffles, fried chicken, and cheese grits did not meet expectations.
  - Attitude: Unsatisfactory

- Category: Menu Choice
  - Description: Limited options on the menu, missing items like eggs and toast (bread).
  - Attitude: Unsatisfactory

- Category: Customer Service
  - Description: Waitress informed the customer that breakfast items like eggs are not served, despite customer's request.
  - Attitude: Unsatisfactory

- Category: Value for Money
  - Description: Customer had a negative experience with the food quality and selection after traveling a distance to dine at the restaurant.
  - Attitude: Unsatisfactory"
Amy Ruth’s,Whitney B.,"Harlem, New York, NY",4,"Mar 6, 2023",no,0,2,2,no,1 photo,,"My friends and I had a great girls night out at Amy Ruth's! We all decided to try the famous chicken and waffles, and we were not disappointed. The chicken was perfectly cooked, crispy on the outside and juicy on the inside. The waffles were also amazing, fluffy and sweet. The portions were generous, and we were all left feeling satisfied. The service was friendly and attentive, and the ambiance was cozy and comfortable. Overall, Amy Ruth's is a great spot for a fun night out with friends, and I would definitely recommend it to anyone looking for delicious comfort food in a friendly atmosphere.",0,0,0,0,,,"- Category: Food Quality
  - Description: The chicken and waffles were perfectly cooked, crispy and juicy, fluffy and sweet.
  - Attitude: Satisfied

- Category: Customer Service
  - Description: The service was friendly and attentive.
  - Attitude: Satisfied

- Category: Ambiance
  - Description: The ambiance was cozy and comfortable.
  - Attitude: Satisfied"
Amy Ruth’s,Quetta N.,"Schaumburg, IL",5,"Mar 3, 2023",no,0,170,592,no,2 photos,,"This place has had a major make over since I last been and of course the prices have increased drastically ok maybe I'm being a little dramatic but the taste of the food is still amazing! Mac and cheese, cabbage and yams/ sweet potatoes which ever you perfect do not disappoint! Fried chicken and whiting was nothing but satisfying! Salmon croquettes were a little heavy on the salt but everything still was good!",1,0,1,0,,,"- Category: Food Quality
  - Description: The taste of the food is still amazing with dishes like Mac and cheese, cabbage, yams/sweet potatoes, fried chicken, and whiting.
  - Attitude: Satisfied

- Category: Cleanliness
  - Description: No specific mention of cleanliness in the review.
  - Attitude: Not applicable

- Category: Value for Money
  - Description: Prices have increased drastically since the last visit, but the food is still good.
  - Attitude: Neutral

- Category: Order Accuracy and Efficiency
  - Description: No specific mention of order accuracy and efficiency in the review.
  - Attitude: Not applicable"
Amy Ruth’s,Dee S.,"New York, NY",1,"Feb 27, 2023",no,0,14,0,no,,,"of course i have eaten at amy ruth's since it opened...but my 
experience is it has changed significantly...you can hire people to cook and hopefully you can trust that they prepare the food..so i am stand by my review..the thing is you won't know some customers that are not satisfied they just don't come back...quality is a staff issue and if you don't check food is not consistant",0,0,0,0,,,"- Category: Food Quality
  - Description: The quality of the food has changed significantly since the restaurant opened, and there are concerns about inconsistency in the preparation.
  - Attitude: Dissatisfied

- Category: Customer Service
  - Description: Hiring people to cook and trusting their food preparation is mentioned as a concern, indicating a lack of confidence in the staff.
  - Attitude: Dissatisfied

- Category: Cleanliness
  - Description: No specific mention of cleanliness issues in the review provided.
  - Attitude: Not mentioned

- Category: Order Accuracy and Efficiency
  - Description: Implication that some customers may not be satisfied, leading to them not returning due to quality and consistency issues with the food."
Amy Ruth’s,Michael S.,"New York, NY",5,"Feb 24, 2023",no,0,5,1,no,,,"Smothered chicken, potato salad and cabbage, need I say more. Love it.  The service is phenomenal",0,0,0,0,,,"- Category: Food Quality
  - Description: Smothered chicken, potato salad and cabbage
  - Attitude: Love it

- Category: Customer Service
  - Description: The service is phenomenal
  - Attitude: Love it"
Amy Ruth’s,S S.,"Brooklyn, NY",2,"Feb 19, 2023",no,1,12,20,no,,,"The food is great but unfortunately, the terrible table service takes the shine away from this gem. We constantly had to call our server over. The servers never check on you. If you could eliminate the servers, this place would be awesome!!!!",0,0,0,0,,,"- Category: Food Quality
  - Description: The food is great but overshadowed by the poor table service.
  - Attitude: Dissatisfied

- Category: Customer Service
  - Description: Terrible table service, servers were unattentive and customers had to call for assistance.
  - Attitude: Dissatisfied"
Amy Ruth’s,Zee S.,"New York, NY",5,"Feb 19, 2023",no,0,3,1,no,,,"One of my personal favorite soul food restaurants in NYC. This is not first date ambiance, but a great food experience that is reasonably priced. The Menu is named after Black Historical Figures (The Barack Obama, The Ruby Dee, The Gabrielle Union, The Ludacris) which I love! 
My bestie from college hosted her birthday brunch here & they were super accommodating. I am giving a 5 because it's black owned, a Harlem gem and highly suggest based on the food alone (dining in is best).",0,0,0,1,,,"- Category: Ambiance
    - Description: Not suitable for a first date ambiance, but has a great food experience.
    - Attitude: Neutral

- Category: Value for Money
    - Description: Reasonably priced.
    - Attitude: Positive

- Category: Customer Service
    - Description: Super accommodating and recommended for hosting events.
    - Attitude: Positive

- Category: Menu Choice
    - Description: Menu items named after Black Historical Figures.
    - Attitude: Positive"
Amy Ruth’s,Venus C.,"New York, NY",5,"Feb 19, 2023",no,103,11,3,no,,,The Fried Chicken and Waffles is a must have at Amy Ruth's! This is truly A Harlem Gem.,0,0,0,0,,,"- Category: Food Quality
  - Description: The Fried Chicken and Waffles is a must-have at Amy Ruth's.
  - Attitude: Positive"
